UKCP Local derived uplifts for 2050, 100y RL, 1hr Pr OSGB-1936/EPSG:27700
"easting","northing","Uplift_50","Uplift_95"
357500,557500,25,40
362500,557500,25,40
367500,557500,25,40
372500,557500,25,40
377500,557500,25,40
382500,557500,25,40
387500,557500,25,40
392500,557500,25,35
397500,557500,20,35
402500,557500,20,40
407500,557500,20,40
412500,557500,20,40
417500,557500,20,40
422500,557500,20,40
427500,557500,20,40
432500,557500,20,40
437500,557500,20,40
47500,562500,25,45
52500,562500,25,45
57500,562500,25,45
62500,562500,25,45
67500,562500,25,45
72500,562500,25,45
77500,562500,25,45
82500,562500,25,45
87500,562500,25,45
92500,562500,25,45
97500,562500,25,40
102500,562500,25,40
107500,562500,25,40
112500,562500,25,40
117500,562500,25,40
122500,562500,25,40
127500,562500,25,40
132500,562500,25,40
137500,562500,25,40
142500,562500,25,40
147500,562500,25,40
152500,562500,25,40
197500,562500,25,40
202500,562500,25,40
207500,562500,25,40
212500,562500,25,40
217500,562500,25,40
222500,562500,25,40
227500,562500,25,40
232500,562500,25,40
237500,562500,25,40
242500,562500,25,40
247500,562500,25,40
252500,562500,25,45
257500,562500,25,45
262500,562500,25,45
267500,562500,25,45
272500,562500,25,40
277500,562500,25,40
282500,562500,25,40
287500,562500,25,40
292500,562500,25,40
297500,562500,25,45
317500,562500,25,40
322500,562500,25,40
332500,562500,25,40
337500,562500,25,40
342500,562500,25,40
347500,562500,25,40
352500,562500,25,40
357500,562500,25,40
362500,562500,25,40
367500,562500,25,40
372500,562500,25,40
377500,562500,25,40
382500,562500,25,40
387500,562500,25,40
392500,562500,25,40
397500,562500,20,40
402500,562500,20,40
407500,562500,20,40
412500,562500,20,40
417500,562500,20,40
422500,562500,20,40
427500,562500,20,40
432500,562500,20,40
437500,562500,20,40
52500,567500,25,45
57500,567500,25,45
62500,567500,25,45
67500,567500,25,45
72500,567500,25,45
77500,567500,25,45
82500,567500,25,40
87500,567500,25,40
92500,567500,25,45
97500,567500,25,45
102500,567500,25,40
107500,567500,25,40
112500,567500,25,40
117500,567500,25,40
122500,567500,25,40
127500,567500,25,40
132500,567500,25,40
137500,567500,25,40
142500,567500,25,40
147500,567500,25,40
197500,567500,25,40
202500,567500,25,40
207500,567500,25,40
212500,567500,25,40
217500,567500,25,40
222500,567500,25,40
227500,567500,25,40
232500,567500,25,40
237500,567500,25,40
242500,567500,25,40
247500,567500,25,45
252500,567500,30,50
257500,567500,25,45
262500,567500,25,45
267500,567500,25,40
272500,567500,25,40
277500,567500,25,40
282500,567500,25,40
287500,567500,25,40
292500,567500,25,40
297500,567500,25,40
302500,567500,25,40
307500,567500,25,40
312500,567500,25,40
317500,567500,25,40
322500,567500,25,40
327500,567500,25,40
332500,567500,25,40
337500,567500,25,40
342500,567500,25,40
347500,567500,25,40
352500,567500,25,40
357500,567500,25,40
362500,567500,25,40
367500,567500,25,40
372500,567500,25,40
377500,567500,25,40
382500,567500,25,40
387500,567500,25,40
392500,567500,25,40
397500,567500,25,40
402500,567500,25,40
407500,567500,20,40
412500,567500,20,40
417500,567500,20,40
422500,567500,20,40
427500,567500,20,40
432500,567500,20,40
437500,567500,20,40
52500,572500,25,45
57500,572500,25,45
62500,572500,25,45
67500,572500,25,45
72500,572500,25,45
77500,572500,25,45
82500,572500,25,45
87500,572500,25,40
92500,572500,25,40
97500,572500,25,40
102500,572500,25,40
107500,572500,25,40
112500,572500,25,40
117500,572500,25,40
122500,572500,25,40
127500,572500,25,40
132500,572500,25,40
137500,572500,25,45
142500,572500,25,40
147500,572500,25,40
197500,572500,25,40
202500,572500,25,40
207500,572500,25,40
212500,572500,25,45
217500,572500,25,45
222500,572500,25,45
227500,572500,25,45
232500,572500,25,40
237500,572500,25,40
242500,572500,25,45
247500,572500,30,50
252500,572500,25,45
257500,572500,25,45
262500,572500,25,45
267500,572500,25,40
272500,572500,25,40
277500,572500,25,40
282500,572500,25,40
287500,572500,25,40
292500,572500,25,40
297500,572500,25,40
302500,572500,25,40
307500,572500,25,40
312500,572500,25,40
317500,572500,25,40
322500,572500,25,40
327500,572500,25,40
332500,572500,25,40
337500,572500,25,40
342500,572500,25,40
347500,572500,25,40
352500,572500,25,40
357500,572500,25,40
362500,572500,25,40
367500,572500,25,40
372500,572500,25,40
377500,572500,25,40
382500,572500,25,40
387500,572500,25,40
392500,572500,25,40
397500,572500,25,40
402500,572500,25,40
407500,572500,25,40
412500,572500,20,40
417500,572500,20,40
422500,572500,20,40
427500,572500,20,40
432500,572500,20,40
57500,577500,25,45
62500,577500,25,45
67500,577500,25,45
72500,577500,25,45
77500,577500,25,45
82500,577500,25,45
87500,577500,25,40
92500,577500,25,40
97500,577500,25,40
102500,577500,25,40
107500,577500,25,40
112500,577500,25,40
117500,577500,25,40
122500,577500,25,40
127500,577500,25,40
132500,577500,25,45
137500,577500,25,45
142500,577500,25,40
207500,577500,25,40
212500,577500,25,45
217500,577500,25,45
222500,577500,25,45
227500,577500,25,40
232500,577500,25,45
237500,577500,25,45
242500,577500,25,45
247500,577500,30,50
252500,577500,25,45
257500,577500,25,45
262500,577500,25,45
267500,577500,25,40
272500,577500,25,40
277500,577500,25,40
282500,577500,25,40
287500,577500,25,40
292500,577500,25,40
297500,577500,25,40
302500,577500,25,40
307500,577500,25,40
312500,577500,25,40
317500,577500,25,40
322500,577500,25,40
327500,577500,25,40
332500,577500,25,40
337500,577500,25,40
342500,577500,25,40
347500,577500,25,40
352500,577500,25,40
357500,577500,25,40
362500,577500,25,40
367500,577500,25,40
372500,577500,25,40
377500,577500,25,40
382500,577500,25,40
387500,577500,25,40
392500,577500,25,40
397500,577500,25,40
402500,577500,25,40
407500,577500,25,40
412500,577500,25,40
417500,577500,25,40
422500,577500,20,40
427500,577500,20,40
432500,577500,20,40
62500,582500,25,45
67500,582500,25,45
72500,582500,25,45
77500,582500,25,45
82500,582500,25,45
87500,582500,25,40
92500,582500,25,40
97500,582500,25,40
102500,582500,25,40
107500,582500,25,40
112500,582500,25,40
117500,582500,25,40
122500,582500,25,40
127500,582500,25,40
132500,582500,25,45
137500,582500,25,40
142500,582500,25,40
207500,582500,25,40
212500,582500,25,40
217500,582500,25,40
222500,582500,25,40
227500,582500,25,40
232500,582500,25,45
237500,582500,25,45
242500,582500,30,50
247500,582500,30,50
252500,582500,25,50
257500,582500,25,45
262500,582500,25,40
267500,582500,25,40
272500,582500,25,40
277500,582500,25,40
282500,582500,25,40
287500,582500,25,40
292500,582500,25,40
297500,582500,25,40
302500,582500,25,40
307500,582500,25,40
312500,582500,25,40
317500,582500,25,40
322500,582500,25,40
327500,582500,25,45
332500,582500,25,45
337500,582500,25,40
342500,582500,25,40
347500,582500,25,40
352500,582500,25,40
357500,582500,25,45
362500,582500,25,45
367500,582500,25,40
372500,582500,25,40
377500,582500,25,40
382500,582500,25,40
387500,582500,25,40
392500,582500,25,40
397500,582500,25,40
402500,582500,25,40
407500,582500,25,40
412500,582500,25,40
417500,582500,25,40
422500,582500,20,40
427500,582500,20,40
432500,582500,25,40
67500,587500,25,45
72500,587500,25,45
77500,587500,25,45
82500,587500,25,45
87500,587500,25,45
92500,587500,25,45
97500,587500,25,40
102500,587500,25,40
107500,587500,25,40
112500,587500,25,40
117500,587500,25,40
122500,587500,25,40
127500,587500,25,40
132500,587500,25,40
137500,587500,25,40
142500,587500,25,40
212500,587500,25,40
217500,587500,25,40
222500,587500,25,40
227500,587500,25,45
232500,587500,25,45
237500,587500,30,45
242500,587500,30,50
247500,587500,30,50
252500,587500,25,50
257500,587500,25,45
262500,587500,25,40
267500,587500,25,45
272500,587500,25,45
277500,587500,25,40
282500,587500,25,40
287500,587500,25,40
292500,587500,25,40
297500,587500,25,40
302500,587500,25,40
307500,587500,25,40
312500,587500,25,40
317500,587500,25,40
322500,587500,25,40
327500,587500,25,45
332500,587500,25,45
337500,587500,25,40
342500,587500,25,45
347500,587500,25,45
352500,587500,25,40
357500,587500,25,45
362500,587500,25,40
367500,587500,25,40
372500,587500,25,40
377500,587500,25,40
382500,587500,25,40
387500,587500,25,40
392500,587500,25,40
397500,587500,25,40
402500,587500,25,40
407500,587500,25,40
412500,587500,25,40
417500,587500,25,40
422500,587500,25,40
427500,587500,25,40
82500,592500,25,45
87500,592500,25,45
92500,592500,25,45
97500,592500,25,45
102500,592500,25,40
107500,592500,25,45
112500,592500,25,45
117500,592500,25,40
122500,592500,25,40
127500,592500,25,40
132500,592500,25,40
137500,592500,25,40
142500,592500,25,40
217500,592500,25,40
222500,592500,25,40
227500,592500,25,45
232500,592500,25,45
237500,592500,30,45
242500,592500,25,50
247500,592500,25,45
252500,592500,25,45
257500,592500,25,45
262500,592500,25,45
267500,592500,25,45
272500,592500,25,45
277500,592500,25,45
282500,592500,25,40
287500,592500,25,40
292500,592500,25,40
297500,592500,25,40
302500,592500,25,45
307500,592500,25,40
312500,592500,25,40
317500,592500,25,40
322500,592500,25,40
327500,592500,25,40
332500,592500,25,40
337500,592500,25,45
342500,592500,25,45
347500,592500,25,45
352500,592500,25,40
357500,592500,25,40
362500,592500,25,40
367500,592500,25,40
372500,592500,25,40
377500,592500,25,40
382500,592500,25,40
387500,592500,25,40
392500,592500,25,40
397500,592500,25,40
402500,592500,25,40
407500,592500,25,40
412500,592500,25,40
417500,592500,25,40
422500,592500,20,40
427500,592500,25,40
82500,597500,25,45
87500,597500,25,45
92500,597500,25,45
97500,597500,25,45
102500,597500,25,45
107500,597500,25,45
112500,597500,25,45
117500,597500,25,45
122500,597500,25,40
127500,597500,25,40
132500,597500,25,40
137500,597500,25,40
217500,597500,25,40
222500,597500,25,40
227500,597500,25,40
232500,597500,25,45
237500,597500,25,45
242500,597500,25,45
247500,597500,25,45
252500,597500,25,45
257500,597500,25,45
262500,597500,25,45
267500,597500,25,45
272500,597500,25,45
277500,597500,25,45
282500,597500,25,40
287500,597500,25,40
292500,597500,25,40
297500,597500,25,45
302500,597500,25,45
307500,597500,25,45
312500,597500,25,40
317500,597500,25,45
322500,597500,25,45
327500,597500,25,40
332500,597500,25,40
337500,597500,25,45
342500,597500,25,45
347500,597500,25,40
352500,597500,25,40
357500,597500,25,40
362500,597500,25,40
367500,597500,25,40
372500,597500,25,40
377500,597500,25,40
382500,597500,25,40
387500,597500,25,40
392500,597500,25,40
397500,597500,25,40
402500,597500,25,40
407500,597500,25,40
412500,597500,25,40
417500,597500,25,40
422500,597500,25,40
427500,597500,25,40
107500,602500,25,45
112500,602500,25,45
117500,602500,25,45
122500,602500,25,40
127500,602500,25,40
222500,602500,25,40
227500,602500,25,40
232500,602500,25,40
237500,602500,25,45
242500,602500,25,45
247500,602500,25,45
252500,602500,25,45
257500,602500,25,45
262500,602500,25,45
267500,602500,25,45
272500,602500,25,45
277500,602500,25,45
282500,602500,25,45
287500,602500,25,40
292500,602500,25,45
297500,602500,30,45
302500,602500,25,45
307500,602500,25,45
312500,602500,25,40
317500,602500,25,45
322500,602500,25,45
327500,602500,25,45
332500,602500,25,45
337500,602500,25,40
342500,602500,25,40
347500,602500,25,40
352500,602500,25,40
357500,602500,25,40
362500,602500,25,40
367500,602500,25,40
372500,602500,25,40
377500,602500,25,40
382500,602500,25,40
387500,602500,25,40
392500,602500,25,40
397500,602500,25,40
402500,602500,25,40
407500,602500,25,40
412500,602500,25,40
417500,602500,25,40
422500,602500,25,40
427500,602500,25,40
162500,607500,25,45
167500,607500,25,45
172500,607500,25,40
222500,607500,25,40
227500,607500,25,40
232500,607500,25,40
237500,607500,25,40
242500,607500,25,45
247500,607500,25,45
252500,607500,25,45
257500,607500,25,45
262500,607500,25,45
267500,607500,25,45
272500,607500,25,45
277500,607500,25,40
282500,607500,25,40
287500,607500,25,45
292500,607500,25,45
297500,607500,25,45
302500,607500,25,45
307500,607500,25,45
312500,607500,25,45
317500,607500,25,45
322500,607500,25,45
327500,607500,25,45
332500,607500,25,40
337500,607500,25,40
342500,607500,25,40
347500,607500,25,40
352500,607500,25,40
357500,607500,25,40
362500,607500,25,40
367500,607500,25,40
372500,607500,25,40
377500,607500,25,40
382500,607500,25,40
387500,607500,25,40
392500,607500,25,40
397500,607500,25,40
402500,607500,25,40
407500,607500,25,40
412500,607500,25,40
417500,607500,25,40
422500,607500,25,40
162500,612500,25,45
167500,612500,25,45
172500,612500,25,45
177500,612500,25,45
227500,612500,25,40
232500,612500,25,40
237500,612500,25,40
242500,612500,25,40
247500,612500,25,45
252500,612500,25,45
257500,612500,25,45
262500,612500,25,40
267500,612500,25,45
272500,612500,25,45
277500,612500,25,40
282500,612500,25,45
287500,612500,25,45
292500,612500,25,45
297500,612500,25,45
302500,612500,25,45
307500,612500,25,45
312500,612500,25,45
317500,612500,25,45
322500,612500,25,45
327500,612500,25,40
332500,612500,25,40
337500,612500,25,40
342500,612500,25,40
347500,612500,25,40
352500,612500,25,40
357500,612500,25,40
362500,612500,25,40
367500,612500,25,40
372500,612500,25,40
377500,612500,25,40
382500,612500,25,40
387500,612500,25,40
392500,612500,25,40
397500,612500,25,40
402500,612500,25,40
407500,612500,25,40
412500,612500,25,40
417500,612500,25,40
422500,612500,25,40
162500,617500,25,45
167500,617500,25,45
172500,617500,25,45
177500,617500,25,45
227500,617500,25,40
232500,617500,25,40
237500,617500,25,40
242500,617500,25,40
247500,617500,25,40
252500,617500,25,40
257500,617500,25,40
262500,617500,25,40
267500,617500,25,45
272500,617500,25,45
277500,617500,25,45
282500,617500,25,45
287500,617500,25,45
292500,617500,25,45
297500,617500,25,40
302500,617500,25,40
307500,617500,25,45
312500,617500,25,45
317500,617500,25,45
322500,617500,25,45
327500,617500,25,40
332500,617500,25,40
337500,617500,25,40
342500,617500,25,40
347500,617500,25,40
352500,617500,25,40
357500,617500,25,40
362500,617500,25,40
367500,617500,25,40
372500,617500,25,40
377500,617500,25,40
382500,617500,25,40
387500,617500,25,40
392500,617500,25,40
397500,617500,25,40
402500,617500,25,40
407500,617500,25,40
412500,617500,25,40
417500,617500,25,40
422500,617500,25,40
167500,622500,25,45
172500,622500,25,45
192500,622500,25,45
197500,622500,25,45
202500,622500,30,45
232500,622500,25,40
237500,622500,25,40
242500,622500,25,40
247500,622500,25,40
252500,622500,25,40
257500,622500,25,40
262500,622500,25,40
267500,622500,25,45
272500,622500,25,45
277500,622500,25,45
282500,622500,25,45
287500,622500,25,40
292500,622500,25,40
297500,622500,25,40
302500,622500,25,40
307500,622500,25,40
312500,622500,25,40
317500,622500,25,45
322500,622500,25,40
327500,622500,25,40
332500,622500,25,40
337500,622500,25,40
342500,622500,25,40
347500,622500,25,40
352500,622500,25,40
357500,622500,25,40
362500,622500,25,40
367500,622500,25,40
372500,622500,25,40
377500,622500,25,40
382500,622500,25,40
387500,622500,25,40
392500,622500,25,40
397500,622500,25,40
402500,622500,25,40
407500,622500,25,40
412500,622500,25,40
417500,622500,25,40
422500,622500,25,40
167500,627500,25,45
172500,627500,30,45
177500,627500,30,45
192500,627500,25,45
197500,627500,30,50
202500,627500,30,50
232500,627500,25,40
237500,627500,25,40
242500,627500,25,40
247500,627500,25,40
252500,627500,25,45
257500,627500,25,45
262500,627500,25,45
267500,627500,25,45
272500,627500,25,45
277500,627500,25,45
282500,627500,25,40
287500,627500,25,40
292500,627500,25,40
297500,627500,25,40
302500,627500,25,40
307500,627500,25,40
312500,627500,25,40
317500,627500,25,40
322500,627500,25,40
327500,627500,25,40
332500,627500,25,40
337500,627500,25,40
342500,627500,25,40
347500,627500,25,40
352500,627500,25,40
357500,627500,25,40
362500,627500,25,40
367500,627500,25,40
372500,627500,25,40
377500,627500,25,40
382500,627500,25,40
387500,627500,25,40
392500,627500,25,40
397500,627500,25,40
402500,627500,25,40
407500,627500,25,40
412500,627500,25,40
417500,627500,25,40
422500,627500,25,40
167500,632500,25,45
172500,632500,30,45
177500,632500,30,50
187500,632500,25,45
192500,632500,25,45
197500,632500,30,50
202500,632500,30,50
232500,632500,25,40
237500,632500,25,40
242500,632500,25,40
247500,632500,25,40
252500,632500,25,40
257500,632500,25,45
262500,632500,25,45
267500,632500,25,45
272500,632500,25,45
277500,632500,25,45
282500,632500,25,40
287500,632500,25,40
292500,632500,25,40
297500,632500,25,40
302500,632500,25,40
307500,632500,25,40
312500,632500,25,40
317500,632500,25,40
322500,632500,25,40
327500,632500,25,40
332500,632500,25,40
337500,632500,25,40
342500,632500,25,40
347500,632500,25,40
352500,632500,25,40
357500,632500,25,40
362500,632500,25,40
367500,632500,25,40
372500,632500,25,40
377500,632500,25,40
382500,632500,25,40
387500,632500,25,40
392500,632500,25,40
397500,632500,25,40
402500,632500,25,40
407500,632500,25,40
412500,632500,25,40
417500,632500,25,40
422500,632500,25,40
167500,637500,25,45
172500,637500,30,45
177500,637500,30,50
182500,637500,30,50
187500,637500,25,45
192500,637500,30,45
197500,637500,30,50
202500,637500,30,50
232500,637500,25,40
237500,637500,25,40
242500,637500,25,40
247500,637500,25,40
252500,637500,25,40
257500,637500,25,45
262500,637500,25,45
267500,637500,25,45
272500,637500,25,45
277500,637500,25,40
282500,637500,25,40
287500,637500,25,40
292500,637500,25,40
297500,637500,25,40
302500,637500,25,40
307500,637500,25,40
312500,637500,25,40
317500,637500,25,40
322500,637500,25,40
327500,637500,25,40
332500,637500,25,40
337500,637500,25,40
342500,637500,25,40
347500,637500,25,40
352500,637500,25,40
357500,637500,25,40
362500,637500,25,40
367500,637500,25,40
372500,637500,25,40
377500,637500,25,40
382500,637500,25,40
